Ticker,Sentiment,Return_30d
NVDA,0,0.7513547019072109
TSLA,0,-5.602210247011516
AMD,0,16.972775435791256
PLTR,0,-9.621015673025463
AAPL,0,-4.698019122089036
MSFT,0,-1.2995313099007706
META,0,1.2570356664029214
AMZN,0,4.218551720238228
COIN,0,-10.482527456453186
MSTR,0,1.2066413587520137
INTC,0,19.697378446045434
CRM,0,-14.290279779798427
