Ticker,Sentiment,Return_30d
NVDA,0,0.8447541853037319
TSLA,0,-5.471678620778669
AMD,0,16.952181272233823
PLTR,0,-9.561241448102056
AAPL,0,-4.5771906528103905
MSFT,0,-1.3919110437982687
META,0,1.410371797493638
AMZN,0,4.351269713734159
GOOGL,0,6.873005179501485
COIN,0,-10.219446016608888
