signal,category,correlation,winner_avg,loser_avg,diff
momentum_1m,CHARTIST,0.33836358765304825,52.32421910048745,43.22080312876638,9.10341597172107
inst_pct,QUANT,0.14837801537523715,2135.0,3894.2,-1759.1999999999998
rsi,CHARTIST,0.09509773992736009,63.499817584199015,57.060095434565596,6.439722149633418
volatility,CHARTIST,0.06842092469208608,50.3594556692644,63.78120142171713,-13.421745752452729
net_insider_buys,HUNTER,-0.017530933366391173,-49.333333333333336,-50.3,0.9666666666666615
insider_score,HUNTER,-0.0833603248438147,0.0,11.566666666666666,-11.566666666666666
inst_score,QUANT,,85.0,85.0,0.0
